@relation G__Datasets_5151_training_data_5151

@attribute text string
@attribute @@class@@ {neg,neu,pos}

@data
'बदलापुर में नवाजुद्दीन सिद्दकी ने इतना उम्दा अभिनय किया है कि वे फिल्म को नुकसान पहुंचा गए\r\n',neu
'बरसों पहले बॉक्स ऑफिस पर कामयाबी का रेकॉर्ड बना चुकीं \'आरजू\', \'गीत\', \'आंखें\' जैसी फिल्मों के मेकर रामानंद सागर की अगली पीढ़ी बेशक स्मॉल स्क्रीन पर अपनी पहचान बनाने में कुछ हद तक कामयाब रही\r\n',neu
'बरसों से बॉक्स-ऑफिस पर ऐक्शन-थ्रिलर फिल्मों का अपना बाजार बरकरार है\r\n',neu
'बस! फिर क्या था, उनके इस बयान के बाद ऐसा जबर्दस्त बवाल मचा, कि रणबीर ने इस कॉमेंट पर सॉरी कहते हुए बयान का दूसरा मतलब पेश करके फिल्म को बड़ी प्रॉब्लम में पड़ने से बचा लिया\r\n',neu
'बहती हवा के साथ चलने का दस्तूर ग्लैमर इंडस्ट्री में बरसों से है\r\n',neu
'बहन का रोल इसलिए है कि गुंडे उसकी इज्जत लूटने की कोशिश करे और हीरो को एक फाइट सीन का मौका मिले\r\n',neu
'बहुत दिनों बाद ऐसी फिल्म देखी कि जिसमें आधा पौना घंटे का एक्शन पैक्ड क्लाइमेक्स है\r\n',neu
'बहुत पहले 60, 70 और 80  के दशक में फिल्मों में कोठे का बड़ा जिक्र होता था और हीरो बार-बार कोठे पर जाकर वहां की नृत्य करने   वाली अदाकारा से प्यार कर बैठता था\r\n',neu
'बात की जाए \'बदलापुर\' की, तो यह बदले पर आधारित मूवी है\r\n',neu
'बात की जाए साजिद खान की हिम्मतवाला की, तो उन्होंने अपनी तरफ से ज्यादा नया करने की कोशिश नहीं की है और मूल फिल्म के भाव को जस का तस रखा है\r\n',neu
' इन दिनों ज्यादातर फिल्में इसी ट्रेंड को फॉलो कर रही हैं\r\n',neu
'बावजूद इसके गगनहेम ने नोबल पर फोकस न करते हुए मलाला के आम जीवन पर फोकस किया है\r\n',neu
'बिकाऊ मसालों को अपने थिएटरों पर परोसने में लगे सिनेमा मालिक ऐसी बेहतरीन फिल्मों से बचते हैं, जो आज की युवा पीढ़ी को अपने गौरवमयी इतिहास से रूबरू कराती है\r\n',neu
'बिल रे का यह वर्जन कहीं न कहीं 9-11 की याद दिलाता है\r\n',neu
'बुलबुल चाहती है उसका इंस्पेक्टर हज़्बंड किसी भी तरह से कमाई करे ताकि रिटायरमेंट के बाद दोनों खुशहाल जिदंगी गुजार सकें\r\n',neu
'बुलबुल चौटाला के किरदार में नीतू सिंह कई सीन्स में ऋषि कपूर पर हावी रहीं\r\n',neu
'बेशक, फिल्म \'फटा पोस्टर निकला हीरो\' में संतोषी की बात कहने का अंदाज सत्तर-अस्सी के दशक में बनी कॉमिडी फिल्मों की याद दिलाए, लेकिन आपको अपसेट नहीं करेगा\r\n',neu
'बॉक्स ऑफिस पर बिकाऊ स्टार्स का मोह छोड़ अब बड़े बैनर्स भी सीमित बजट में फिट स्टार कास्ट के साथ फिल्में बनाना फायदे का सौदा मानने लगी है\r\n',neu
'बॉक्स ऑफिस पर सुपर हिट \'दबंग\' से बतौर डायरेक्टर करियर की शुरूआत करने वाले अभिनय सिंह कश्यप ने लंबे गैप के बाद अब दूसरी फिल्म में एक बार फिर स्क्रिप्ट और किरदारों पर अपनी अच्छी पकड़ रखने की प्रतिभा का एहसास कराने की कोशिश की है\r\n',neu
'बॉलिवुड अब बदलाव के दौर में है\r\n',neu
'बॉलिवुड में आज भी कई ऐसे पापा है जो अपने लाडलों को हर हाल में हीरो बनाने पर आमादा है\r\n',neu
' इन दिनों दिल्ली हर फिल्म मेकर की पहली पसंद बनती जा रही है\r\n',neu
'बॉलिवुड में इन दिनों रीमेक और सिक्वल का दौर है\r\n',neu
'बॉलिवुड में लंबे अर्से से चल रहे \'स्टार सन\' के दौर में प्रड्यूसर सुनील दर्शन भी शामिल हो गए हैं\r\n',neu
'बॉलिवुड में सीक्वल का सीजन खूब चल निकला है\r\n',neu
'बॉलीवुड में पंकज कपूर एकमात्र ऐसे अभिनेता हैं जिन्हें मन मुताबिक काम न मिले तो वे घर बैठना पसंद करते हैं\r\n',neu
'भारत नगर में सरकार आईबीपी (इंटरनेशनल बिज़नेस पार्क) बनाने की घोषणा करती है\r\n',neu
'भूतनाथ अब बच्चों को डराने के मकसद से धरती पर आता है\r\n',neu
'भ्रष्टाचार से त्रस्त आम आदमी की परेशानी को व्यंग्यात्मक तरीके से दिखाया गया है, लेकिन व्यंग्य न तो ज्यादा हंसाता है न सोचने पर मजबूर करता है\r\n',neu
'मगर इस फिल्म में नायिका ही फिल्म का सेंटर पॉइंट है\r\n',neu
'मटरू की बिजली का मंडोला में भी मटरू और मंडोला की ऐसी ही हरकतें हैं\r\n',neu
'मर्द पुलिसवाले आपने पर्दे पर बहुत देखे हैं, अब देखिए मर्दानी\r\n',neu
' इन दोनों की कोई औलाद नहीं है सो अपनी छोटी बहन रचना (अनीसा भट्ट) को बहुत प्यार करते हैं\r\n',neu
'मसलन मलाला अपने इस विचार को दुनिया तक कैसे पहुंचाएगी\r\n',neu
'मसालों से भरपूर ऐक्शन थ्रिलर \'वॉन्टेड\' के बाद \'राउडी राठौर\' के जरिए ऐक्शन में अपनी महारत साबित कर चुके  प्रभुदेवा पिछली बार म्यूजिकल लव स्टोरी \'रमैय्या वस्तावैया\' बनाई, लेकिन बॉक्स आफिस पर यह फिल्म कोई खास करिश्मा नहीं कर पाई\r\n',neu
'महक पेंटर है\r\n',neu
'महात्मा गांधी के स्वतंत्रता संग्राम की असली शुरुआत बिहार राज्य के चंपारण से हुई थी\r\n',neu
'महीने भर चला हॉट और बोल्ड फिल्मों का सीजन \'एक था टाइगर\' के साथ इस हफ्ते खत्म हुआ\r\n',neu
'महेश भट्ट की फिल्मों के हीरो सही और गलत के बीच की रेखा के बेहद नजदीक होते हैं\r\n',neu
'माइकल अपने पिता की विरासत को बनाए रखने के लिए पूरी तरह से तल्लीन रहता है\r\n',neu
'माया (चित्रांगदा सिंह) एड एजेंसी में नेशनल क्रिएटिव हेड है\r\n',neu
'मार्क वेब द्वारा निर्देशित ‘द अमेजिंग स्पाडडरमैन’ की शुरुआत काफी धीमी है और शुरुआती हिस्से को टाइट एडिटिंग के जरिये छोटा किया जा सकता है क्योंकि फिल्म की लंबाई कुछ ज्यादा है\r\n',neu
'मास्टर मोहम्मद समद ने गट्टू के किरदार को सहजता से जीवंत कर दिखाया है\r\n',neu
' इन दोनों की बिंदास लाइफ में मायरा के पिता विनोद कुमार सहगल (ऋषि कपूर) की एंट्री होती है\r\n',neu
'माही को गिरते करियर को फिर से पटरी पर लाने के लिए टॉप क्रिकेटर के साथ रिश्ते बनाना मंजूर है\r\n',neu
'मिडिल क्लास से आए पति-पत्नी जब दक्षिण अफ्रीका पहुंचते हैं तो आलीशान बंगला, लंबी कार देख पत्नी दंग रह जाती हैं\r\n',neu
'मुंबई आकर विश्वास सीधा जोगी (संजय मिश्रा) से मिलता है\r\n',neu
'मुंबई में एक पीएनटी कॉलोनी है, जहाँ सिर्फ केंद्र सरकार की नौकरी करने वाले ही रह सकते हैं\r\n',neu
'मूवी टाइपComedy\r\n',neu
'मृणालिनी चाहती है कि लोग बिट्टू को ‘टुच्चा वीडियोग्राफर’ ना कहे\r\n',neu
'मेट्रो सिटी में लव रिलेशन वाली कहानी से कपिल शर्मा ने डायरेक्शन में डेब्यू किया है\r\n',neu
'मोबाइल पर भी अपनी पसंदीदा खबरें और मैच के Live स्कोर पाने के लिए जाएं m.jagran.com पर\r\n',neu
'यमला, पगला, दीवाना के हिट हो जाने पर निर्देशक समीर कर्णिक ने यही अंदाजा लगाया कि लाउडनेस ही फिल्म हिट कराने का फॉर्मूला है\r\n',neu
'यमला, पगला, दीवाना में मध्यांतर के बाद एक गुंडे टाइप सिख परिवार का चित्रण है\r\n',neu
' इन दोनों के ख्यालात और रास्ता बेशक अलग-अलग है\r\n',neu
'यश राज कैंप की \'आजा नच ले\' के लंबे अर्से बाद इस बार जब माधुरी पर्दे पर नजर आईं तो उनकी मौजूदगी ने यंग डायरेक्टर चौबे की इस फिल्म में काफी हद तक देसीपन घोलकर रख दिया\r\n',neu
'यश राज बैनर के सुप्रीमो आदित्य चोपड़ा ने अपनी पहली फिल्म \'दिल वाले दुल्हनिया ले जाएंगे\' पूरी करने के बाद \'शोले\' जैसी भव्य फिल्म बनाने की ख्वाहिश जताई थी\r\n',neu
'यह अलग किस्म का हॉरर है\r\n',neu
'यह कहानी कुवैत में रहने वाले भारतीय मूल के बिजनेसमैन रंजीत कटियाल (अक्षय कुमार) की है\r\n',neu
'यह कहानी है पेस्तों जी के ऊपर रखे 50 लाख के बंपर ड्रा की जिस पर कई किरदारों फारूक(राजपाल यादव), विलियम, वामन, गाली बाबा (जाकिर   हुसैन), हरीचरन और डाक्टर बेदी की नजर होती है और इस पैसे को कौन हासिल कर पाता है इसका पता आपको फिल्म देखकर ही चलता है\r\n',neu
'यह फिल्म पूरी तरह से नवाजुद्दीन सिद्दीकी के कंधों पर टिकी है\r\n',neu
'यहां आकर इनके हसीन ख्वाब उस वक्त टूटते नजर आते हैं, जब अनुशासनप्रिय प्रिंसिपल रॉबर्ट पढेरा (प्रदीप रावत) से इनका सामना होता है\r\n',neu
'यहीं से शुरू होती है बबली और तारा की अजीबोगरीब लव-स्टोरी है जिसमें जाने-अनजाने चौटला दंपती भी आ जाते है\r\n',neu
'यूपी की पृष्ठभूमि पर फिल्में बनाने में धूलिया की अब मास्टरी हो चकी है\r\n',neu
'ये कहानी सिविल वॉर के कुछ वर्ष बाद की है\r\n',neu
' इन दोनों बाहुबलियों के बीच की आपसी रंजिश अब सड़कों पर आ पहुंची है\r\n',neu
'ये कहानी है एक बार डांसर बरखा (सारा लॉरेन) की जो हिमाचल प्रदेश में एक क्लब में डांस करती है और एक लॉयर   जतिन (ताहा शाह) को बरखा से प्यार हो जाता है\r\n',neu
'रघु (वरुण धवन) की पत्नी (यामी गौतम) और बेटा एक बैंक डकैती के दौरान मारे जाते हैं\r\n',neu
'रघु राम राठौड़ ( इमरान हाशमी ) और सिया वर्मा (अमायरा दस्तूर) एक एंटी   टेरेरिस्ट डिपार्टमेंट (ATD) के लिए काम करते हैं और कुछ ऐसी परिस्थितियां आती हैं जब उसे फर्ज और प्यार में से किसी एक का   चयन करना होता है और रघु अपना प्यार चुनने का फैसला करता है\r\n',neu
'राउडी राठौर की कहानी में कोई नयापन नहीं है, लेकिन वे सारे मसाले हैं जो दर्शकों को पसंद हैं\r\n',neu
'राज कपूर जब करियर की बुलंदियों पर थे, तो उन्होंने अपना बरसों पुराना सपना साकार करने के लिए जिंदगी भर की जमापूंजी दांव पर लगाकर \'मेरा नाम जोकर\' बनाई\r\n',neu
'राजा कोटिस अपने सैनिकों को कहता है कि हरक्यूलिस कोई देवता नहीं आम इंसान है, आगे बढ़ो और उसे पकड़ लो\r\n',neu
'रामू की सिर्फ कसाब पर नहीं बल्कि मुंबई पर हुए हमले पर बेस है\r\n',neu
'रामू ने हमले में शहीद हुए पुलिस वालों के अलावा दूसरे कुछ परिवारों के साथ घंटों गुजारे\r\n',neu
'राहुल (इमरान खान) और रिहाना (करीना कपूर) की परवरिश बिलकुल अलग माहौल में हुई है\r\n',neu
'राहुल को लगने लगता है कि माया उसकी जगह लेना चाहती है\r\n',neu
'  सब का कुछ न कुछ रहस्य है और सभी एक-दूसरे से खेल खेलने में लगे हैं\r\n',neu
' इन रोजमर्रा की शिकायतों से तंग आकर सत्यकांत एक दिन अपने इस बेटे को घर से निकाल देते हैं और छोटे बेटे शिव (शिव पंडित) के साथ रहते हैं\r\n',neu
'रूमी जाफरी का निर्देशन भी औसत है\r\n',neu
'रैमो डिसूजा द्वारा निर्देशित फिल्म ‘एबीसीडी - एनी बडी केन डांस’ में खेल का स्थान डांस ने ‍ले लिया\r\n',neu
'रोमांटिक कॉमेडी लिखते-लिखते यूडी और आंचल में प्यार होता है\r\n',neu
'लंबे इंतजार के बाद यशराज बैनर की \'धूम-3\' रिलीज हो गई है\r\n',neu
'लास वेगास में रहने वाले ये दोनों बंदे जॉबलेस हैं\r\n',neu
'लेखक मोहन सिक्का के कहानी संग्रह \'डेल्ही न्वॉर\' की एक बेहद हॉट कहानी पर बेस इस फिल्म में शायद पहली बार लव मेकिंग सींस को डायरेक्टर ने स्क्रिप्ट का बेहद जरूरी हिस्सा बनाकर इस अंदाज में शूट किया कि सेंसर चाहकर भी इन पर कैंची नहीं चला पाया\r\n',neu
'वह खुद को यशवर्धन के साम्राज्य का अकेला वारिस समझता है\r\n',neu
'वह हथेली पर दिल लिए घूमता है\r\n',neu
'वहीं अगर ओवरसीज के स्क्रीन को भी जोड दिया जाए तो फिल्म कुल 4000 से ज्यादा स्क्रीन पर एकसाथ प्रदर्शित हुई है\r\n',neu
'विजय अपनी मां (जरीना वहाब) के साथ मुंबई जा पहुंचता है, जहां उसकी मां एक बेटी को जन्म देती है\r\n',neu
' इन विचारों के पीछे का समीकरण क्या है\r\n',neu
'विजय के काम करने का अंदाज अलग है\r\n',neu
'विशाल भारद्वाज और अभिषेक चौबे ने मिलकर स्क्रिप्ट लिखी है और कही ना कही उन पर ‘जाने भी दो यारों’ का असर है\r\n',neu
'वीसीआर पर फिल्में देखी जाती थीं\r\n',neu
'वे एक बार में जाते है\r\n',neu
'वेबदुनिया हिंदी मोबाइल ऐप अब iTunes पर भी, डाउनलोड के लिए क्लिक करें\r\n',neu
'वैसे , अगर रणबीर की पिछली ब्लॉकबस्टर फिल्मों \'ये जवानी है दीवानी\', \'अनजाना-अनजानी\' , \'बचना-ए-हसीनों\' के बाद अब \'बेशरम\' में रणबीर के किरदार और उनका स्टाइल देखें तो लगता है कि बॉक्स ऑफिस पर कामयाबी के मोह में मेकर रणबीर को एक खास इमेज में समेटते जा रहे हैं\r\n',neu
'वैसे भी सिल्वर स्क्रीन पर पहली बार रणबीर कपूर एंड फैमिली को एक साथ देखने का मोह दर्शकों की बड़ी क्लास को थिएटरों तक लाएगा\r\n',neu
'वैसे, रणबीर के नाम रॉकेट सिंह और \'बर्फी\' जैसी फिल्में भी शामिल है जो उन्हें किसी खास इमेज में बंधने से बचाती हैं\r\n',neu
'व्यापारी और किसानों को युद्ध लड़ने का हरक्यूलिस प्रशिक्षण देता है\r\n',neu
'शादी का लड्डू ऐसा है जो खाए पछताए और जो न खाए वो भी पछताए\r\n',neu
' इन सब ऐतिहा‌सिक घटनओं से आगे बढ़ती फिल्म उस मोड़ पर पहुंचती है, जिसे जानकार आपको विश्वास नहीं होगी\r\n',neu
'शादी के साइड इफेक्ट्स में बेहतरी की गुंजाइश थी, लेकिन इसका ये मतलब नहीं है कि यह अच्छी फिल्म नहीं है\r\n',neu
'शायद इसीलिए फिल्म देखते हुए यही महसूस होता है जैसे हिंदी में पंजाबी फिल्म देख रहे हों\r\n',neu
'शायद तब निर्देशक मिशेल अजानेविसयुस को भी डर रहा होगा कि इसे देखेगा कौन? लेकिन इशारों और फेस एक्सप्रेशन पर बेस्ड इस फिल्म को लोगों ने न सिर्फ देखा बल्कि सलाम किया\r\n',neu
'शिमला के एक होटल में रूककर वह दूसरे कमरों में हिडन कैमरे लगा देता है ताकि कमरे में उन्हें वाली गतिविधियों को रिकॉर्ड कर मार्केट में बेचे और खूब पैसा कमाए\r\n',neu
'शुरू से आखिर तक फिल्म श्रीदेवी के इर्द-गिर्द ही घूमती है\r\n',neu
'संगीत : इस फिल्म का गाना \'हर एक फ्रेंड कमीना होता है...\' रिलीज से पहले कई म्यूजिक चार्ट में टॉप फाइव में शामिल हो चुका है\r\n',neu
'संगीत : दार्जिलिंग के माहौल और कहानी की डिमांड पर प्रीतम ने म्यूजिक में कुछ नए एक्सपेरिमेंट किए हैं\r\n',neu
'संगीत : फिल्म का संगीत कहानी और माहौल के मुताबिक है\r\n',neu
'संगीत : फिल्म में तीन आइटम नंबर हैं\r\n',neu
'संगीत : शंकर-एहसान-लॉय का संगीत कहानी और माहौल पर फिट है\r\n',neu
' इन सबके बीच नील नितिन मुकेश का काम अच्छा है\r\n',neu
'संगीत: अगर आप शम्मी कपूर की फिल्मों के सुपरहिट गानों के दीवाने है तो इस फिल्म में आपकों ऐसे ही कुछ गाने सुनने को मिल सकते हैं\r\n',neu
'संगीत: आरिफ लोहार की आवाज में फिल्म में एक ही गाना \'शाना वालिया\' है\r\n',neu
'संगीत: इस फिल्म के साथ एक दो नहीं आठ संगीतकारों का नाम जुड़ा है\r\n',neu
'संगीत: पार्टी तो बनती है, गाना रिलीज से पहले ही लगभग सभी म्यूजिक चार्ट में नंबर फाइव की लिस्ट में है\r\n',neu
'संगीत: फिल्म की रिलीज से पहले ही हनी सिंह के कई गाने यंगस्टर्स की जुबां पर हैं\r\n',neu
'संगीत: फिल्म के गाने अच्छे हैं लेकिन फिल्मांकन के दौरान कुछ गीतों को कम किया जा सकता था\r\n',neu
'संगीत: फिल्म में तीन चार गाने हैं\r\n',neu
'संगीत: स्नेहा खानवलकर का संगीत फिल्म की स्क्रिप्ट और माहौल पर फिट है\r\n',neu
'संगीतकार अमित त्रिवेदी और गीतकार अमिताभ भट्टाचार्य का उल्लेख भी जरूरी है\r\n',neu
'सचिन पहली नजर में ही जेस्सी को दिल दे बैठता है\r\n',neu
' इन सबके बीच वे हंसाते भी हैं\r\n',neu
'सचिन से संबंध तोड़ कर उसका यूके चले जाना भी समझ से परे है\r\n',neu
'सत्तर और अस्सी के दशक में कई सिल्वर जुबली फिल्में बना चुके देवेंद गोयल के साहबजादे ज्योतिन और संजय दत्त गहरे दोस्त हैं\r\n',neu
'सत्तर-अस्सी के दशक में हिंदी फिल्म निर्माताओं के लिए बदला ऐसा सब्जेक्ट था, जिस पर बनी ज्यादातर फिल्में अगर हिट नहीं भी होती तो बॉक्स ऑफिस पर अपनी लागत बटोरने में कामयाब हो जाया करती थीं\r\n',neu
'सभी कहते हैं कि इस नाम का शख्स कभी भी लंदन से कोलकाता आया ही नहीं\r\n',neu
'सरदार खान (मनोज वाजपेयी) की जिंदगी का एक ही मकसद है\r\n',neu
'सलमान की इस फिल्म की तुलना पिछली फिल्मों दबंग, रेडी और बॉडीगार्ड से नहीं की जा सकती\r\n',neu
'सांवरिया और गुजारिश जैसी फिल्मों को दर्शकों द्वारा नकारने के बाद संजय लीला भंसाली ने ऐसी फिल्म बनाने का नि‍श्चय किया जो दर्शकों की पसंद पर खरी उतरे\r\n',neu
'सांवरिया से करियर की शुरुआत करने के बाद सोनम पहली बार किसी फिल्म में सबसे हॉट अवतार में नजर आई हैं\r\n',neu
'साथ ही दोनों के बीच जो इमोशनल सीन रखे गए हैं उनमें कुणाल खेमू और अमृता पुरी की सीमित अभिनय प्रतिभा खुल कर सामने आ जाती है\r\n',neu
'साधु फिर से उस जीवन में नहीं लौटना चाहता जहां उसने बड़ी कीमत चुकाई थी, परंतु बेटा उसे याद दिलाता है कि वह मछलियां पकड़ने के लिए नहीं पैदा हुआ\r\n',neu
' इन सभी में मलाला रही है\r\n',neu
'साहिब की बहन उसका वंश आगे बढ़ाने के लिए उसकी दूसरी शादी कराना चाहती है\r\n',neu
'सिड ऐसा ही करता है, लेकिन जब पैसे कम पड़ने लगते हैं तो वह पेइंग गेस्ट बन कर रहने लगता है\r\n',neu
'सिड रॉय (फरहान अख्तर) और त्रिशा मलिक रॉय (विद्या बालन) की जिंदगी में सब कुछ सही चलता रहता है, जब तक कि वे दो से तीन नहीं  होते\r\n',neu
'सिर्फ इतना ही बताया जा सकता है कि विद्या बागची लंदन से कोलकाता अपने पति अर्णब बागची को ढूंढने के लिए आई है जो दो महीनों से लापता है\r\n',neu
'सीक्रिट एजेंट और खुफिया एजेंसियों पर फिल्म बनाना अब बॉलिवुड मेकर्स को जोरदार कमाई का सौदा लगने लगा है\r\n',neu
'सीक्रेट एजेंट जे के सामने इस बार दोहरा मिशन है\r\n',neu
'सुपवित्र बाबुल का निर्देशन ठीक-ठाक है\r\n',neu
'सूरज को पता चलता है कि मोनिका शहर के सबसे अमीर अरबपति राहुल की वाइफ है\r\n',neu
'सूरज जूनियर आर्टिस्ट है\r\n',neu
'सेंसर सर्टिफिकेट : यूए * 16 रील\r\n',neu
' इनके किरदार हर पल बदलते हैं, लेकिन इनके चेहरे के हावभाव नहीं बदलते\r\n',neu
'सेक्सुअल हरासमेंट को परिभाषा में बांधना मुश्किल है\r\n',neu
'सैयद जि़शान कादरी, अखिलेश जायसवाल, सचिन लाडिया के साथ अनुराग कश्यप ने पटकथा का जिम्मा संभाला है\r\n',neu
'स्क्रिप्ट :जिस तरह अभी तक स्पोर्ट्स पर बनाई गईं सारी फिल्मों में एक कोच और खिलाड़ी इम्पोर्टेन्ट भूमिका में दिखाए गए हैं\r\n',neu
'स्क्रिप्ट: फिल्म की कहानी मिलाप झवेरी ने खुद लिखी है\r\n',neu
'स्क्रीनप्ले अपनी सहूलियत के हिसाब से लिखा गया है\r\n',neu
'स्क्रीनप्ले ठीक-ठाक है\r\n',neu
'स्नेहा के पापा (राकेश बेदी) और साहिल की मां (अनुराधा पटेल) भी इन दोनों की दोस्ती को अच्छी तरह से जानते थे\r\n',neu
'स्पाइडरमैन एक बार फिर लौट आया है\r\n',neu
'स्पाइडरमैन के कारनामे भी देखने को मिले हैं जब पीटर पार्कर असहाय लोगों की जान बचाता है और ताकतवर छिपकली बन गए कॉनर्स से भी लोगों और शहर को बचाता है जो सभी को तबाह करने पर तुला हुआ है\r\n',neu
'स्पोर्ट्स पर कई सारी हिंदी फिल्में बनाई गई हैं\r\n',neu
' इनके बीच की पुरानी दुश्मनी को अब उनकी अगली पीढ़ियां निभाने को तैयार हैं\r\n',neu
'हम आज भी जब किंवदंतियां सुनते हैं तो पता चलता है की पहले देव लोक से ईश्वर आते थे, वरदान देते थे, और गायब हो जाते थे,   उसी विधा से प्रेरित होकर फिल्म मेकर्स ने गायब होने की कला को कैश करना शुरू किया\r\n',neu
'हमारी फिल्मों में मेल विलेन का दौर तो शायद इंडियन सिनेमा के शुरुआती दौर में ही शुरू हो गया था\r\n',neu
'हर मर्डर की जांच एक ही पुलिस वाला करता है\r\n',neu
'हवाला कारोबार से जुड़े चंडीगढ़ के भीम सिंह चंढेल (जावेद जाफरी) को अपने गैरकानूनी कारोबार को चलाने के लिए चोरी की कारों की जरूरत रहती है\r\n',neu
'हां, तीन साल पहले आई इश्किया में अरशद और विद्या के रिश्तों में सेक्स अपील की ज्यादा गुंजाइश रखी गई, तो खालूजान के किरदार को ज्यादा बोल्ड बनाकर पेश किया गया, ऐसा इस बार नहीं है\r\n',neu
'हालांकि उन्हें राधिका आप्टे जैसी समर्थ अभिनेत्री का सहयोग मिला है, लेकिन उनकी तकनीकी टीम को भी उचित श्रेय मिलना चाहिए\r\n',neu
'हिरोइन की प्रफेशनल लाइफ वाला पार्ट फिल्म का मजबूत पक्ष है, लेकिन उसकी पर्सनल लाइफ को मधुर दमदार ढंग से नहीं दिखा पाए\r\n',neu
'हेमलता भारद्वाज\r\n',neu
'हॉरर फिल्म्स को लेकर बॉलिवुड अब ओपन होने लगा है और एक्सपेरिमेंटल भी',neu
' इनके बीच बनते-बिगड़ते रिश्ते किस तरह से मटरू, बिजली और मंडोला की जिंदगी में परिवर्तन लाते हैं, ये कहानी का सार है\r\n',neu
' इनमें मुस्लिम कट्टरपंथी नेता (सुधीर पांडे) और एक अखबार का मालिक सेठ (सतीश कौशिक) भी शामिल हैं\r\n',neu
'  वह अपनी नई फिल्म द हेटफुल ऐट के साथ कुछ ऐसे ही नए प्रयोग करते नजर आ रहे हैं, और हमेशा की तरह इस बार भी उनकी फिल्म में ढेर सारे कैरेक्टर हैं\r\n',neu
' इनमें से एक परेश रावल और बोमन ईरानी पर साथ में फिल्माया गया दृश्य है, जिसमें वे 38 वर्ष बाद मिलते हैं\r\n',neu
' इनमें से एक है- गुलाब गैंग\r\n',neu
' इन्हीं तंग गालियों में नन्हा कुंदन अपने सबसे खास दोस्त मुरली (जीशान) और हवलदार की बेटी बिंदिया के साथ दिन भर मौज मस्ती करता है\r\n',neu
' इन्हें हम ठेठ देसी फिल्म कह सकते हैं\r\n',neu
' इमरान एक बार फिर अपने सीरियल किसर स्टाइल में हैं\r\n',neu
' इमरान और करीना की प्यार को लेकर गलतफहमी वाला सीन और इमरान के पिता द्वारा उसको टाई पहनाने वाले दृश्य भी तारीफ के काबिल हैं\r\n',neu
' इमरान और करीना के स्वभाव को देख अंदाज लगाया जा सकता है कि उनकी परवरिश किस माहौल में हुई है\r\n',neu
' इमरान खान एक बार फिर उसी अंदाज में नजर आए जो इससे पहले भी अपनी कई फिल्मों में कर चुके है\r\n',neu
' इमोशन और एक्शन का संतुलन बनाने की कोशिश की गई है, लेकिन जरूरी नहीं है कि  हर दर्शक इस संतुलन को पसंद करे\r\n',neu
' इम्तियाज ने जितनी मेहनत अपनी लोकेशन को तलाशने और अपने कैमरामैन अनिल मेहता के साथ की, काश उससे आधी मेहतन भी स्क्रिप्ट को संवारने में करते तो यकीनन हर किसी के लिए हाइवे का सफर बरसों तक याद रहने वाला बन जाता\r\n',neu
' \"डॉन टू\" का नायक जरायमपेशा है\r\n',neu
' इरफान खान का रोल बहुत छोटा है और वे पहले ही ये बता चुके हैं कि अपने बेटों के लिए उन्होंने स्पाइडरमैन सीरिज से जुड़ना पसंद किया\r\n',neu
' इशान और गोविंद अली को बचाने के लिए उसकी बस्ती में पहुंचते हैं, जहां दंगाइयों ने पूरी बस्ती को घेरा हुआ है\r\n',neu
' इशान और गोविंद आसपास के बच्चों को लेकर क्रिकेट अकैडमी और स्पोर्ट्स के सामान की शॉपिंग करते हैं\r\n',neu
' इस उम्मीद में कि दर्दनाक घटना को भूल पाने में शायद कुछ मदद मिल पाए\r\n',neu
' इस काम में ओमी भी उनकी मदद करता है\r\n',neu
' इस किरदार के लिए रणवीर ने महीनों जिम में पसीना बहाया तो डायलॉग डिलिवरी के लिए उन्होंने एक गुजराती वर्कशॉप अटेंड की\r\n',neu
' इस कैंप की पिछली फिल्मों की तरह उनकी यह फिल्म भी क्राइम और सेक्स के ही इर्द-गिर्द घूमती है\r\n',neu
' इस कॉमिक-लव फिल्म को लव ट्राएंगल तो नहीं कह सकते हैं\r\n',neu
' इस कोठे को बेगम (महेश मांजरेकर) चलाती है जिसका पूरे इलाके में दबदबा है\r\n',neu
' इस क्लब से जुडने के बाद हर कोई अपना पिछला वक्त भुलाकर आज और आने वाले कल के लिए जीता है\r\n',neu
